x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,y
829052,50,25,37,202,1,0,0,0,1,3,0,2,6,12,2,10,4,2,9,0,2,0,3,0,1,1,0,2,3,2,0,0,1,2,2,0,0,1,2,,0,0,20000,500,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,8866,8866,20000,0,,,,1,0,,0,0,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,13019,50,50,50,0.5343,1,1,1,0.2522,23676,8866,1.043,0,0,0,14810,0,14810,1,1,1,2,0,1,50,25,37.5,14810,14810,0.5412,0,,14810,0.5412,1,1,1,0,,0,,732
1364029,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,5,0,1,2,2,5,5,0,0,0,0,0,0,0,5,0,3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,512
1515567,162,25,109,162,1,0,0,0,2,1,1,0,11,15,7,8,6,5,10,4,2,2,2,1,1,1,3,1,3,2,0,0,1,1,2,0,0,1,1,0.7296,30300,8191,10700,1500,0,0,0,1,0,1,1,1,0,1,0,0.9014,0.5747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,1,0,0,0,0,24961,9645,10700,8191,162,118,143,0,0,,0,1,1,1,1,1,1,3,2,0,1,0,121,49,85,171032,0.7992,1,1,1,0,0,,,,,0,0,0,0.4005,201854,0,,0,0,0,199002,0,199002,1,1,1,1,0,1,25,25,25,5861,176893,0.586,0,,5861,0.586,1,1,1,0,,0,,695
1666534,149,11,83,149,0,0,1,2,2,2,0,2,13,22,10,12,5,4,10,4,2,1,11,1,1,1,1,2,7,3,0,2,2,2,3,0,2,2,2,0.3119,8100,5573,16000,500,0,0,0,1,1,0,0,0,0,0,0,0.4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,3,3,3,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,6,0,2,5,5,5,0,2,6,6,6,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,2,1,0,0,0,0,0,1,2527,1546,16000,5573,149,11,82.75,2,0,,0,1,1,1,1,1,1,1,1,0,1,0,27,27,27,151028,0.9573,1,1,1,1,9637,27,27,27,0.5666,1,1,1,0.6426,170360,0,,0,0,0,170360,9637,160723,1,1,1,5,0,2,146,27,95,16805,167833,0.5869,9637,0.5666,7168,0.6166,1,1,1,1,1,7168,0.6166,753
1320797,263,6,144,263,1,0,1,0,1,0,3,3,9,17,5,12,5,3,14,4,3,2,1,1,1,1,2,1,10,1,0,0,0,1,1,0,0,0,1,0.018,45200,44383,16500,80,4,0,0,0,0,0,0,0,0,0,0,0.0386,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,3,3,0,0,0,0,817,316,16500,44383,263,87,179.5,0,0,,0,1,1,1,1,0,1,2,0,0,1,0,,,,0,,0,0,0,1,31360,6,6,6,0.9503,1,1,1,0.1044,32177,0,,0,0,0,32177,0,32177,1,1,1,1,0,1,6,6,6,31360,31360,0.9503,0,,31360,0.9503,1,1,1,0,,0,,825
914756,110,9,61,117,0,0,1,0,1,0,1,0,3,6,3,3,2,2,6,3,2,2,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,1,0.8031,4800,945,2500,500,0,0,0,0,0,0,0,0,0,2,0,0.9793,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666,0.6666,2,1,0,0,0,0,0,0,1,3855,2386,2500,945,110,9,61,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.5072,3855,0,,0,0,0,3855,0,3855,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,646
1093864,275,9,100,275,1,0,1,3,1,0,0,2,5,12,4,8,6,4,3,2,2,2,9,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0.8015,17900,3552,10000,300,0,0,0,0,0,1,0,0,0,0,2,1.0382,0.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,1,0,1,0,0,1,0,24,2,6,8,13,13,4,9,17,24,24,0,1,7,9,9,2,3,9,11,11,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,2,0,1,2,2,2,1,0,1,1,1,1,0,1,0,0,1,0,24,2,6,8,13,13,4,9,17,24,24,0,1,7,9,9,2,3,9,11,11,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,14905,10382,10000,3552,275,102,188.5,2,1,0.502,3966,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.3851,21834,5952,0.4767,2,2,2,21277,5395,15882,1,1,1,2,1,9,14,9,11.5,6929,6929,0.9643,1429,0.848,5500,1,1,1,1,0,1,5500,1,523
1542744,,,,85,1,0,0,1,2,1,1,1,0,6,0,6,4,0,2,0,1,0,3,0,1,1,0,3,2,14,0,3,4,6,9,0,2,3,4,,0,0,550,300,0,0,0,0,0,0,0,0,0,0,1,,,11,0,0,1,1,5,9,1,0,0,0,0,0,1,2,0,6995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,648,648,550,0,,,,2,0,,0,0,0,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,1,1,1,0.7909,11626,6753,0.7089,0,0,0,0,0,0,1,1,1,0,0,8,,,,0,0,,0,,0,,1,1,1,0,,0,,469
1401685,20,1,6,132,0,5,8,2,0,3,1,0,2,16,9,7,6,5,8,4,2,2,8,0,1,1,0,3,7,12,0,0,3,5,4,0,0,1,3,1.0717,1700,-122,700,0,0,0,0,0,0,0,0,0,0,1,3,1.4359,0.9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28,2,1,1,0,0,1,0,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1822,721,700,-122,20,3,8.75,3,1,1.4359,359,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,18560,12,12,12,0.91,1,1,1,0.453,28869,4383,0.9818,2,2,2,28869,4383,24486,1,1,1,5,1,2,12,1,5.4,27047,27047,0.9169,4024,0.9549,23023,0.9106,1,1,1,0,,0,,509
1449846,131,0,58,172,0,3,4,1,4,7,6,4,15,41,26,15,6,6,28,20,2,2,11,1,1,1,1,8,15,6,0,2,2,2,5,0,1,1,1,0.7316,29500,7915,3000,0,0,0,0,0,4,0,2,0,1,4,7,1.04,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,12,7,0,0,0,0,3,3,4,21585,3038,3000,7915,131,0,61.35,1,0,,0,1,1,1,1,0,1,1,1,1,2,1,88,88,88,11939,0.37,1,1,1,1,19964,50,45,47.5,0.4399,1,1,1,0.2876,61272,11939,0.37,1,1,1,61272,14587,46685,1,1,1,5,0,1,50,27,40,27748,39687,0.4177,0,,27748,0.4177,1,1,1,0,,0,,566
1669492,83,0,37,134,0,5,5,1,3,4,7,0,2,22,13,9,5,5,6,5,2,2,16,0,1,1,0,2,4,6,3,5,5,5,3,1,2,2,2,0.2982,6700,4702,2500,200,0,2,0,0,1,0,1,0,0,0,0,0.6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,4,0,1,16,0,1,3,5,9,0,5,8,10,16,0,1,2,2,4,0,4,5,5,7,0,2,2,2,2,0,3,3,3,3,0,1,1,1,1,0,5,0,5,8,10,16,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,1,20,0,1,3,5,9,0,5,8,10,16,0,1,2,2,4,0,4,5,5,7,0,2,2,2,2,0,3,3,3,3,0,1,1,1,1,0.8,0.8,3,1,0,0,0,0,3,3,3,1998,1367,2500,4702,83,1,26.6,2,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,53903,27,0,13.5,0.9262,1,1,1,0.7655,69319,0,,0,0,0,69319,8605,60714,1,1,1,8,0,3,78,0,44.5,67321,67321,0.962,8364,1.2391,58957,0.9324,1,1,1,0,3,10617,1.2093,608
985417,198,11,90,259,1,0,3,0,0,0,1,2,6,12,5,7,5,3,8,4,2,2,2,1,1,1,1,1,8,4,0,0,0,3,4,0,0,0,3,0.1419,58200,49941,25000,50,1,0,0,0,1,0,0,0,0,0,0,0.4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,4,4,4,4,4,2,0,0,3,8259,8195,25000,49941,198,11,82,0,0,,0,1,1,1,1,1,1,1,1,0,1,0,125,125,125,274136,0.7822,1,1,1,0,0,,,,,0,0,0,0.5795,282395,0,,0,0,0,282395,0,282395,1,1,1,0,0,1,,,,0,274136,,0,,0,,0,0,0,0,,0,,793
1607484,12,4,8,177,0,1,2,1,0,7,2,0,10,22,3,19,4,2,2,2,1,1,10,0,1,1,0,1,2,2,0,0,1,1,2,0,0,1,1,0.56,600,264,300,300,0,0,0,0,1,0,1,0,0,0,0,0.62,0.5,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,9,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,336,186,300,264,8,4,6,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.3164,28645,0,0,0,0,0,336,0,336,1,1,1,0,0,5,,,,0,0,,0,,0,,0,0,0,1,5,0,,597
1670411,160,160,160,160,0,0,0,0,0,1,0,0,4,5,1,4,2,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,8,0,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.455,2412,704,0.3866,0,0,0,1708,0,1708,1,1,1,1,0,5,160,160,160,1708,1708,1.529,0,,1708,1.529,1,1,1,1,5,1708,1.529,588
786581,192,4,38,278,0,1,3,2,3,7,5,4,9,33,9,24,8,4,8,5,2,2,23,1,1,1,2,6,4,15,5,5,6,11,7,1,1,2,3,0.7181,16248,4579,6198,500,0,0,0,1,0,0,2,1,0,1,0,0.9398,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,1,4,0,0,0,2,6,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,2,38,0,0,0,3,9,0,0,0,6,22,0,0,0,2,6,0,0,0,3,13,0,0,0,1,3,0,0,0,1,7,0,0,0,0,4,1,1,5,3,2,1,0,0,0,1,2,11669,5825,6198,4579,192,4,48.6,2,0,,0,1,1,1,1,0,1,2,0,0,5,2,,,,0,,0,0,0,1,56403,24,6,18,0.8174,1,1,1,0.1131,69529,0,0,0,0,0,69529,5825,63704,1,1,1,4,0,3,50,6,26,57860,57860,0.7608,0,,57860,0.7608,1,1,1,0,1,0,,654
1267574,73,8,32,291,0,0,1,1,1,0,1,1,5,10,3,7,5,3,4,0,1,0,4,1,1,0,2,2,0,1,0,1,1,1,1,0,1,1,1,,0,0,4200,224,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4200,0,,,,0,0,,0,0,1,1,1,1,1,3,1,0,1,0,73,73,73,114949,0.7854,1,1,1,1,21339,8,8,8,0.8666,1,1,1,0.3657,142629,0,,0,0,0,142629,0,142629,1,1,1,2,0,1,16,8,12,27680,142629,0.8485,0,,27680,0.8485,1,1,1,0,,0,,771
1500263,68,19,35,396,0,0,0,2,1,2,1,1,8,15,4,11,7,4,8,2,2,2,2,1,1,1,4,1,5,1,0,0,0,0,1,0,0,0,0,0.1603,12500,10495,12500,600,0,0,1,0,0,0,0,0,0,0,0,0.2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,10,0,1,1,1,3,0,1,1,1,7,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12500,2500,32,19,25.5,1,0,,0,1,1,1,1,1,1,4,1,0,4,1,68,68,68,63066,0.9207,1,1,1,0,0,,,,,0,0,0,0.2603,65071,0,0,0,0,0,65071,2005,63066,1,1,1,0,0,1,,,,0,63066,,0,,0,,0,0,0,0,,0,,745
899438,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,524
1652662,227,13,65,333,1,1,2,5,0,1,2,4,18,32,6,26,7,3,23,5,4,2,4,1,1,1,2,4,19,4,0,0,1,2,3,0,0,1,2,0.0075,37400,37118,15002,200,2,0,0,0,0,0,0,0,0,0,0,0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,5,5,5,4,0,0,0,1,2,282,215,15002,37118,227,14,75.7999,0,0,,0,1,1,1,1,0,1,2,0,0,5,1,,,,0,,0,0,0,1,4895,13,13,13,0.606,1,1,1,0.0103,5177,0,0,0,0,0,5177,0,5177,1,1,1,1,0,1,13,13,13,4895,4895,0.606,0,,4895,0.606,1,1,1,0,,0,,805
967747,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,48,0,0,0,7,34,46,5,0,0,0,0,3,5,45,5,47469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,479
1342077,74,0,30,168,0,2,3,2,0,2,4,4,2,17,5,12,5,4,12,3,2,2,4,1,1,1,1,3,6,5,2,2,3,3,4,1,1,2,2,0.6224,7400,2794,7100,100,0,0,0,2,0,0,0,0,0,1,0,0.9577,0.3093,2,0,0,0,1,2,2,1,0,0,0,0,1,1,2,1,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2,0,0,0,3,0,1,2,2,3,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,0,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,7,0,1,2,3,5,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,1,2,2,4606,3352,7100,2794,74,0,41.3333,4,0,,0,1,1,1,1,0,1,1,0,0,1,0,,,,0,,0,0,0,1,10965,18,18,18,0.5237,1,1,1,0.051,16893,0,,0,0,0,16893,14317,2576,1,1,1,2,0,3,18,11,14.5,12287,12287,0.5243,10965,0.5237,1322,0.5288,1,1,1,0,,0,,649
